3002142,Random1141,0,12/13/1958
3002143,Random1142,0,4/8/1961
3002144,Random1143,0,5/27/1974
3002145,Random1144,1,1/19/1969
3002146,Random1145,1,8/3/1986
3002147,Random1146,0,4/27/1988
3002148,Random1147,0,6/25/1989
3002149,Random1148,0,12/14/1952
3002150,Random1149,0,8/14/1956
3002151,Random1150,1,2/14/1969
3002152,Random1151,0,11/26/1979
3002153,Random1152,0,10/1/1979
3002154,Random1153,0,3/19/1949
3002155,Random1154,0,10/19/1972
3002156,Random1155,1,3/11/1972
3002157,Random1156,1,9/8/1949
3002158,Random1157,0,8/1/1977
3002159,Random1158,0,3/12/1999
3002160,Random1159,1,10/21/1958
3002161,Random1160,1,1/28/1947
3002162,Random1161,0,7/4/1998
3002163,Random1162,0,2/15/1971
3002164,Random1163,1,12/1/1970
3002165,Random1164,0,12/6/1945
3002166,Random1165,1,6/9/1988
3002167,Random1166,1,10/21/1984
3002168,Random1167,0,12/22/1969
3002169,Random1168,0,12/4/1989
3002170,Random1169,0,6/28/1998
3002171,Random1170,1,9/2/1983
3002172,Random1171,0,11/16/1991
3002173,Random1172,0,8/26/1989
3002174,Random1173,0,6/20/1981
3002175,Random1174,0,2/4/1960
3002176,Random1175,1,5/12/2000
3002177,Random1176,0,8/27/1973
3002178,Random1177,0,12/24/1974
3002179,Random1178,0,5/25/1988
3002180,Random1179,0,4/13/1971
3002181,Random1180,1,1/13/1947
3002182,Random1181,0,9/17/1984
3002183,Random1182,0,6/23/1948
3002184,Random1183,0,8/6/1987
3002185,Random1184,0,1/4/1972
3002186,Random1185,1,1/10/1996
3002187,Random1186,0,1/16/1990
3002188,Random1187,0,4/16/1958
3002189,Random1188,0,6/9/1981
3002190,Random1189,1,10/2/1973
3002191,Random1190,1,5/13/1945
3002192,Random1191,1,10/24/1953
3002193,Random1192,0,11/2/1974
3002194,Random1193,0,11/21/1954
3002195,Random1194,0,10/8/1949
3002196,Random1195,1,4/12/1959
3002197,Random1196,1,7/11/1991
3002198,Random1197,0,7/2/1955
3002199,Random1198,0,1/12/1979
3002200,Random1199,0,9/24/1951
3002201,Random1200,1,2/6/1999
3002202,Random1201,1,12/6/1967
3002203,Random1202,0,8/27/1959
3002204,Random1203,0,6/19/1962
3002205,Random1204,1,5/23/1950
3002206,Random1205,1,1/11/1969
3002207,Random1206,1,4/20/1998
3002208,Random1207,0,4/11/1976
3002209,Random1208,0,12/12/1960
3002210,Random1209,0,10/17/1956
3002211,Random1210,1,10/25/1948
3002212,Random1211,0,8/1/1987
3002213,Random1212,0,7/20/1971
3002214,Random1213,0,8/8/1985
3002215,Random1214,0,6/5/1984
3002216,Random1215,1,10/16/1971
3002217,Random1216,0,6/14/1974
3002218,Random1217,0,9/12/1991
3002219,Random1218,0,10/17/1962
3002220,Random1219,1,6/22/1958
3002221,Random1220,1,7/18/1996
3002222,Random1221,0,7/2/1963
3002223,Random1222,0,7/28/1958
3002224,Random1223,0,7/14/1950
3002225,Random1224,1,11/9/1993
3002226,Random1225,1,2/13/1986
3002227,Random1226,0,11/1/1958
3002228,Random1227,0,1/27/1982
3002229,Random1228,0,1/10/1976
3002230,Random1229,0,4/23/1963
3002231,Random1230,1,2/23/1984
3002232,Random1231,0,5/9/1980
3002233,Random1232,1,8/13/1989
3002234,Random1233,0,3/9/1958
3002235,Random1234,0,7/27/1998
3002236,Random1235,1,4/27/1949
3002237,Random1236,0,4/17/1956
3002238,Random1237,0,11/5/1957
3002239,Random1238,1,8/27/1988
3002240,Random1239,0,10/28/1950
3002241,Random1240,1,12/15/1953
3002242,Random1241,1,7/19/1985
3002243,Random1242,0,9/15/1973
3002244,Random1243,1,8/27/1982
3002245,Random1244,1,7/25/1962
3002246,Random1245,1,7/12/1946
3002247,Random1246,0,10/1/1995
3002248,Random1247,0,11/24/1964
3002249,Random1248,1,11/17/1955
3002250,Random1249,0,6/1/1959
3002251,Random1250,1,12/2/2000
3002252,Random1251,0,6/21/1950
3002253,Random1252,1,9/24/1978
3002254,Random1253,0,1/6/1946
3002255,Random1254,0,11/13/1994
3002256,Random1255,1,7/16/1982
3002257,Random1256,0,10/12/1945
3002258,Random1257,0,1/16/1999
3002259,Random1258,1,3/18/1950
3002260,Random1259,0,6/13/1960
3002261,Random1260,1,4/16/1980
3002262,Random1261,0,4/19/1958
3002263,Random1262,1,3/8/1987
3002264,Random1263,0,6/8/1984
3002265,Random1264,0,8/26/1954
3002266,Random1265,1,5/12/1976
3002267,Random1266,1,5/15/1996
3002268,Random1267,1,3/4/1970
3002269,Random1268,0,2/24/1969
3002270,Random1269,0,1/11/1966
3002271,Random1270,1,1/27/1948
3002272,Random1271,1,8/12/1961
3002273,Random1272,1,11/14/1967
3002274,Random1273,0,9/18/1960
3002275,Random1274,1,10/3/1960
3002276,Random1275,1,10/24/1987
3002277,Random1276,0,5/2/1985
3002278,Random1277,1,1/27/1995
3002279,Random1278,0,8/3/1994
3002280,Random1279,0,10/6/1953
3002281,Random1280,1,3/21/1947
3002282,Random1281,0,12/1/1947
3002283,Random1282,0,10/18/1947
3002284,Random1283,0,6/23/1958
3002285,Random1284,0,9/16/1960
3002286,Random1285,1,2/20/1989
3002287,Random1286,0,7/22/1961
3002288,Random1287,0,11/23/1955
3002289,Random1288,0,6/1/1999
3002290,Random1289,0,3/10/1984
3002291,Random1290,1,5/11/1967
3002292,Random1291,0,3/10/1961
3002293,Random1292,1,8/2/1969
3002294,Random1293,1,3/7/1981
3002295,Random1294,0,5/20/1963
3002296,Random1295,1,1/28/1970
3002297,Random1296,0,6/11/1986
3002298,Random1297,0,9/26/1969
3002299,Random1298,0,5/19/1965
3002300,Random1299,0,5/19/1989
3002301,Random1300,1,12/21/1987
3002302,Random1301,0,11/1/1963
3002303,Random1302,0,4/21/1972
3002304,Random1303,0,2/16/1990
3002305,Random1304,0,2/19/1958
3002306,Random1305,1,2/4/1949
3002307,Random1306,1,6/2/1973
3002308,Random1307,1,11/3/2000
3002309,Random1308,0,8/12/1966
3002310,Random1309,0,5/16/1964
3002311,Random1310,1,6/6/1952
3002312,Random1311,0,5/13/1986
3002313,Random1312,0,7/15/1962
3002314,Random1313,0,5/11/1961
3002315,Random1314,0,11/2/1981
3002316,Random1315,1,11/3/1964
3002317,Random1316,1,11/21/1993
3002318,Random1317,1,8/6/1992
3002319,Random1318,0,9/21/1957
3002320,Random1319,1,12/10/1952
3002321,Random1320,1,1/19/1977
3002322,Random1321,1,1/21/1995
3002323,Random1322,0,10/6/1987
3002324,Random1323,0,2/1/1985
3002325,Random1324,0,6/26/1983
3002326,Random1325,1,9/9/1954
3002327,Random1326,0,7/8/1984
3002328,Random1327,0,2/9/1968
3002329,Random1328,0,9/23/1968
3002330,Random1329,1,11/11/1989
3002331,Random1330,1,4/11/1951
3002332,Random1331,0,8/20/1989
3002333,Random1332,0,1/19/1994
3002334,Random1333,0,2/3/1970
3002335,Random1334,1,3/6/1961
3002336,Random1335,1,11/8/1951
3002337,Random1336,0,2/5/1961
3002338,Random1337,0,6/4/1969
3002339,Random1338,1,1/25/1999
3002340,Random1339,0,10/13/1950
3002341,Random1340,1,11/7/1947
3002342,Random1341,0,7/15/1991
3002343,Random1342,0,6/6/1988
3002344,Random1343,0,10/4/1956
3002345,Random1344,0,12/1/1962
3002346,Random1345,1,4/15/1997
3002347,Random1346,0,10/1/1974
3002348,Random1347,0,2/28/1965
3002349,Random1348,0,12/27/1947
3002350,Random1349,0,2/7/1984
3002351,Random1350,1,10/25/1979
3002352,Random1351,0,8/1/1966
3002353,Random1352,0,7/1/1958
3002354,Random1353,0,1/2/1977
3002355,Random1354,0,8/1/1968
3002356,Random1355,1,8/16/1992
3002357,Random1356,0,9/27/1990
3002358,Random1357,1,12/26/1961
3002359,Random1358,0,11/10/2000
3002360,Random1359,0,12/18/1957
3002361,Random1360,1,10/1/1950
3002362,Random1361,0,7/27/1966
3002363,Random1362,0,5/25/1962
3002364,Random1363,0,10/24/1948
3002365,Random1364,0,12/22/1981
3002366,Random1365,1,6/10/1951
3002367,Random1366,0,8/24/1972
3002368,Random1367,0,9/17/1952
3002369,Random1368,0,3/12/1961
3002370,Random1369,0,2/17/1972
3002371,Random1370,1,2/20/1992
3002372,Random1371,0,11/10/1973
3002373,Random1372,0,12/4/1965
3002374,Random1373,0,2/1/1955
3002375,Random1374,0,2/15/1962
3002376,Random1375,1,4/22/1962
3002377,Random1376,1,4/4/1968
3002378,Random1377,0,4/6/1985
3002379,Random1378,0,3/9/1945
3002380,Random1379,1,11/14/1953
3002381,Random1380,1,10/11/1958
3002382,Random1381,0,11/5/1963
3002383,Random1382,0,1/22/1964
3002384,Random1383,0,11/10/1985
3002385,Random1384,0,1/5/1951
3002386,Random1385,1,4/5/1981
3002387,Random1386,0,6/23/1963
3002388,Random1387,0,3/18/1981
3002389,Random1388,0,8/25/1950
3002390,Random1389,0,7/20/1974
3002391,Random1390,1,3/14/1984
3002392,Random1391,0,1/22/1953
3002393,Random1392,0,1/18/1995
3002394,Random1393,0,1/9/1989
3002395,Random1394,0,8/8/1992
3002396,Random1395,1,9/20/1982
3002397,Random1396,0,4/27/1996
3002398,Random1397,0,12/8/1974
3002399,Random1398,1,7/9/1947
3002400,Random1399,0,2/22/1954
3002401,Random1400,1,12/22/1960
3002402,Random1401,1,4/14/1974
3002403,Random1402,1,4/8/1997
3002404,Random1403,0,8/18/1994
3002405,Random1404,0,10/11/1959
3002406,Random1405,1,2/3/1989
3002407,Random1406,0,5/19/2000
3002408,Random1407,0,10/24/1981
3002409,Random1408,0,2/17/1959
3002410,Random1409,0,3/14/1956
3002411,Random1410,1,1/13/1952
3002412,Random1411,0,6/4/1974
3002413,Random1412,0,7/28/1964
3002414,Random1413,0,5/11/1992
3002415,Random1414,1,5/22/1987
3002416,Random1415,1,1/5/1980
3002417,Random1416,0,1/20/1947
3002418,Random1417,0,1/23/1952
3002419,Random1418,0,9/7/1970
3002420,Random1419,1,7/17/1961
3002421,Random1420,1,8/17/1987
3002422,Random1421,1,9/11/1953
3002423,Random1422,1,9/21/1971
3002424,Random1423,1,8/7/1989
3002425,Random1424,1,5/1/1978
3002426,Random1425,1,12/19/1978
3002427,Random1426,1,6/4/1945
3002428,Random1427,0,1/16/1960
3002429,Random1428,0,1/26/1957
3002430,Random1429,0,8/9/1947
3002431,Random1430,1,12/1/1982
3002432,Random1431,0,7/16/1983
3002433,Random1432,0,5/9/1964
3002434,Random1433,0,4/25/1971
3002435,Random1434,0,6/27/1964
3002436,Random1435,1,12/11/1971
3002437,Random1436,0,12/2/1956
3002438,Random1437,0,3/20/1960
3002439,Random1438,1,9/22/1955
3002440,Random1439,0,2/24/1995
3002441,Random1440,1,5/27/1985
3002442,Random1441,0,1/18/1988
3002443,Random1442,1,6/5/1950
3002444,Random1443,0,11/8/1948
3002445,Random1444,0,7/23/1997
3002446,Random1445,1,4/11/1980
3002447,Random1446,0,2/25/1972
3002448,Random1447,0,6/10/1972
3002449,Random1448,0,12/15/1980
3002450,Random1449,0,2/2/1989
3002451,Random1450,1,7/27/1970
3002452,Random1451,0,3/2/1981
3002453,Random1452,0,1/20/1973
3002454,Random1453,0,3/15/1985
3002455,Random1454,0,3/16/1959
3002456,Random1455,1,8/6/1967
3002457,Random1456,0,11/28/1985
3002458,Random1457,1,3/2/1986
3002459,Random1458,0,8/19/1988
3002460,Random1459,0,8/7/1955
3002461,Random1460,1,7/24/1958
3002462,Random1461,0,9/6/1989
3002463,Random1462,1,1/23/1996
3002464,Random1463,1,2/24/1990
3002465,Random1464,1,4/18/1962
3002466,Random1465,1,10/19/1948
3002467,Random1466,0,2/18/1957
3002468,Random1467,1,5/12/1975
3002469,Random1468,0,10/11/1950
3002470,Random1469,0,11/1/1987
3002471,Random1470,1,1/9/1984
3002472,Random1471,0,1/16/1995
3002473,Random1472,0,10/21/1990
3002474,Random1473,0,10/21/1961
3002475,Random1474,1,11/16/1988
3002476,Random1475,1,11/9/1972
3002477,Random1476,0,7/10/1960
3002478,Random1477,0,7/18/1975
3002479,Random1478,0,7/19/1990
3002480,Random1479,1,10/15/1987
3002481,Random1480,1,10/6/1960
3002482,Random1481,0,10/21/1990
3002483,Random1482,0,1/1/1974
3002484,Random1483,0,4/27/1947
3002485,Random1484,1,4/23/1969
3002486,Random1485,1,10/13/1965
3002487,Random1486,0,7/24/1961
3002488,Random1487,0,8/6/1969
3002489,Random1488,0,10/18/1954
3002490,Random1489,0,4/3/1970
3002491,Random1490,1,12/5/1969
3002492,Random1491,0,10/25/1945
3002493,Random1492,0,1/6/1951
3002494,Random1493,0,11/7/1990
3002495,Random1494,0,11/13/1977
3002496,Random1495,1,7/8/2000
3002497,Random1496,0,6/28/1989
3002498,Random1497,0,12/19/1968
3002499,Random1498,1,8/28/1956
3002500,Random1499,0,1/10/1997
3002501,Random1500,1,8/15/1954
3002502,Random1501,0,3/24/1989
3002503,Random1502,0,9/27/1953
3002504,Random1503,0,1/5/2000
3002505,Random1504,0,11/14/1994
3002506,Random1505,1,7/6/1971
3002507,Random1506,0,12/17/1958
3002508,Random1507,0,8/3/1947
3002509,Random1508,0,6/23/1995
3002510,Random1509,0,1/3/1963
3002511,Random1510,1,7/10/1999
3002512,Random1511,0,2/27/1984
3002513,Random1512,0,12/9/1961
3002514,Random1513,1,2/16/1998
3002515,Random1514,0,5/7/1991
3002516,Random1515,1,11/12/1974
3002517,Random1516,0,6/22/1955
3002518,Random1517,0,3/14/1990
3002519,Random1518,0,1/28/1994
3002520,Random1519,0,9/5/1957
3002521,Random1520,1,2/1/1951
3002522,Random1521,0,9/1/1974
3002523,Random1522,0,11/2/1964
3002524,Random1523,0,10/28/1998
3002525,Random1524,1,2/9/1983
3002526,Random1525,1,8/23/1969
3002527,Random1526,0,12/2/1984
3002528,Random1527,0,2/2/1962
3002529,Random1528,0,2/3/1988
3002530,Random1529,1,12/26/1949
3002531,Random1530,1,2/2/1946
3002532,Random1531,0,8/18/1975
3002533,Random1532,0,2/25/1975
3002534,Random1533,0,12/27/1959
3002535,Random1534,0,6/10/1987
3002536,Random1535,1,4/1/1945
3002537,Random1536,0,3/16/1986
3002538,Random1537,1,12/19/1994
3002539,Random1538,0,12/7/1980
3002540,Random1539,0,5/15/1972
3002541,Random1540,1,5/3/1979
3002542,Random1541,0,1/9/1984
3002543,Random1542,0,5/6/1953
3002544,Random1543,1,4/25/1992
3002545,Random1544,0,4/10/1997
3002546,Random1545,1,9/4/1976
3002547,Random1546,0,3/27/1955
3002548,Random1547,0,3/24/1977
3002549,Random1548,0,12/21/1966
3002550,Random1549,0,9/14/1948
3002551,Random1550,1,9/9/1980
3002552,Random1551,0,10/24/1980
3002553,Random1552,0,6/6/1955
3002554,Random1553,0,9/3/1999
3002555,Random1554,0,4/4/1950
3002556,Random1555,1,5/24/1988
3002557,Random1556,0,4/27/1981
3002558,Random1557,0,6/11/1949
3002559,Random1558,0,1/12/1956
3002560,Random1559,1,9/22/1947
3002561,Random1560,1,10/24/1947
3002562,Random1561,0,12/27/1986
3002563,Random1562,0,8/8/1968
3002564,Random1563,0,5/6/1988
3002565,Random1564,0,2/28/1989
3002566,Random1565,1,9/19/1949
3002567,Random1566,0,11/12/1997
3002568,Random1567,1,11/23/1970
3002569,Random1568,0,3/25/1946
3002570,Random1569,0,12/7/2000
3002571,Random1570,1,6/27/1979
3002572,Random1571,0,12/2/1995
3002573,Random1572,1,3/13/1979
3002574,Random1573,1,9/8/1974
3002575,Random1574,0,6/9/1990
3002576,Random1575,1,4/6/1988
3002577,Random1576,0,7/9/1955
3002578,Random1577,1,2/4/1992
3002579,Random1578,0,4/24/1950
3002580,Random1579,0,9/5/1974
3002581,Random1580,1,11/12/1997
3002582,Random1581,0,5/26/1951
3002583,Random1582,0,2/21/1996
3002584,Random1583,0,7/23/1958
3002585,Random1584,1,11/8/1954
3002586,Random1585,1,10/3/1948
3002587,Random1586,0,4/19/1954
3002588,Random1587,1,3/8/1972
3002589,Random1588,1,9/6/1957
3002590,Random1589,0,7/20/1997
3002591,Random1590,1,7/7/1992
3002592,Random1591,0,8/14/1959
3002593,Random1592,0,6/23/1987
3002594,Random1593,0,7/1/1974
3002595,Random1594,0,10/5/1961
3002596,Random1595,1,9/23/1968
3002597,Random1596,0,9/3/1952
3002598,Random1597,0,6/28/1989
3002599,Random1598,0,10/20/1992
3002600,Random1599,0,12/18/1967
3002601,Random1600,1,11/26/1966
3002602,Random1601,0,10/20/1957
3002603,Random1602,1,2/15/1948
3002604,Random1603,1,4/27/1978
3002605,Random1604,0,10/4/1961
3002606,Random1605,1,9/13/1995
3002607,Random1606,0,4/14/1967
3002608,Random1607,0,4/23/1977
3002609,Random1608,0,6/26/1989
3002610,Random1609,1,11/12/1996
3002611,Random1610,1,12/27/1982
3002612,Random1611,0,4/11/1950
3002613,Random1612,1,6/19/1999
3002614,Random1613,0,12/9/1973
3002615,Random1614,0,12/11/1971
3002616,Random1615,1,1/13/1977
3002617,Random1616,0,4/12/1985
3002618,Random1617,1,11/25/1958
3002619,Random1618,1,1/5/1982
3002620,Random1619,0,9/2/1983
3002621,Random1620,1,3/25/1949
3002622,Random1621,1,6/11/1976
3002623,Random1622,1,11/16/1980
3002624,Random1623,0,5/22/1985
3002625,Random1624,0,6/24/1999
3002626,Random1625,1,5/25/1965
3002627,Random1626,0,9/16/1978
3002628,Random1627,0,2/3/1977
3002629,Random1628,1,11/20/1974
3002630,Random1629,0,12/21/1978
3002631,Random1630,1,1/21/1976
3002632,Random1631,0,12/1/1990
3002633,Random1632,0,10/23/1957
3002634,Random1633,0,8/20/1987
3002635,Random1634,0,3/26/1951
3002636,Random1635,1,1/4/1992
3002637,Random1636,0,11/13/1962
3002638,Random1637,0,6/9/1945
3002639,Random1638,1,3/16/1998
3002640,Random1639,0,3/3/1980
3002641,Random1640,1,9/7/1999
3002642,Random1641,0,8/1/1965
3002643,Random1642,1,6/28/1981
3002644,Random1643,0,4/20/1948
3002645,Random1644,1,5/28/1949
3002646,Random1645,1,1/18/1945
3002647,Random1646,0,7/3/1963
3002648,Random1647,0,8/25/1946
3002649,Random1648,0,7/24/1974
3002650,Random1649,0,11/28/1958
3002651,Random1650,1,9/17/1980
3002652,Random1651,1,9/3/1971
3002653,Random1652,1,11/27/1973
3002654,Random1653,0,7/25/1956
3002655,Random1654,0,5/3/1951
3002656,Random1655,1,6/1/1960
3002657,Random1656,1,4/12/1977
3002658,Random1657,0,1/15/1989
3002659,Random1658,0,3/23/1988
3002660,Random1659,0,11/25/1948
3002661,Random1660,1,11/26/1955
3002662,Random1661,0,8/20/1972
3002663,Random1662,1,8/25/1969
3002664,Random1663,0,10/25/1960
3002665,Random1664,0,11/28/1966
3002666,Random1665,1,12/13/1958
3002667,Random1666,1,4/8/1961
3002668,Random1667,0,5/27/1974
3002669,Random1668,0,1/19/1969
3002670,Random1669,0,8/3/1986
3002671,Random1670,1,4/27/1988
3002672,Random1671,0,6/25/1989
3002673,Random1672,1,12/14/1952
3002674,Random1673,0,8/14/1956
3002675,Random1674,1,2/14/1969
3002676,Random1675,1,11/26/1979
3002677,Random1676,0,10/1/1979
3002678,Random1677,0,3/19/1949
3002679,Random1678,0,10/19/1972
3002680,Random1679,0,3/11/1972
3002681,Random1680,1,9/8/1949
3002682,Random1681,0,8/1/1977
3002683,Random1682,0,3/12/1999
3002684,Random1683,0,10/21/1958
3002685,Random1684,0,1/28/1947
3002686,Random1685,1,7/4/1998
3002687,Random1686,1,2/15/1971
3002688,Random1687,0,12/1/1970
3002689,Random1688,0,12/6/1945
3002690,Random1689,0,6/9/1988
3002691,Random1690,1,10/21/1984
3002692,Random1691,0,12/22/1969
3002693,Random1692,1,12/4/1989
3002694,Random1693,1,6/28/1998
3002695,Random1694,0,9/2/1983
3002696,Random1695,1,11/16/1991
3002697,Random1696,0,8/26/1989
3002698,Random1697,0,6/20/1981
3002699,Random1698,0,2/4/1960
3002700,Random1699,0,5/12/2000
3002701,Random1700,1,8/27/1973
3002702,Random1701,0,12/24/1974
3002703,Random1702,1,5/25/1988
3002704,Random1703,0,4/13/1971
3002705,Random1704,1,1/13/1947
3002706,Random1705,1,9/17/1984
3002707,Random1706,1,6/23/1948
3002708,Random1707,0,8/6/1987
3002709,Random1708,0,1/4/1972
3002710,Random1709,0,1/10/1996
3002711,Random1710,1,1/16/1990
3002712,Random1711,0,4/16/1958
3002713,Random1712,0,6/9/1981
3002714,Random1713,0,10/2/1973
3002715,Random1714,0,5/13/1945
3002716,Random1715,1,10/24/1953
3002717,Random1716,0,11/2/1974
3002718,Random1717,0,11/21/1954
3002719,Random1718,0,10/8/1949
3002720,Random1719,0,4/12/1959
3002721,Random1720,1,7/11/1991
3002722,Random1721,0,7/2/1955
3002723,Random1722,0,1/12/1979
3002724,Random1723,0,9/24/1951
3002725,Random1724,1,2/6/1999
3002726,Random1725,1,12/6/1967
3002727,Random1726,1,8/27/1959
3002728,Random1727,0,6/19/1962
3002729,Random1728,0,5/23/1950
3002730,Random1729,0,1/11/1969
3002731,Random1730,1,4/20/1998
3002732,Random1731,0,4/11/1976
3002733,Random1732,0,12/12/1960
3002734,Random1733,1,10/17/1956
3002735,Random1734,0,10/25/1948
3002736,Random1735,1,8/1/1987
3002737,Random1736,0,7/20/1971
3002738,Random1737,0,8/8/1985
3002739,Random1738,1,6/5/1984
3002740,Random1739,0,10/16/1971
3002741,Random1740,1,6/14/1974
3002742,Random1741,0,9/12/1991
3002743,Random1742,0,10/17/1962
3002744,Random1743,0,6/22/1958
3002745,Random1744,0,7/18/1996
3002746,Random1745,1,7/2/1963
3002747,Random1746,0,7/28/1958
3002748,Random1747,0,7/14/1950
3002749,Random1748,0,11/9/1993
3002750,Random1749,1,2/13/1986
3002751,Random1750,1,11/1/1958
3002752,Random1751,0,1/27/1982
3002753,Random1752,0,1/10/1976
3002754,Random1753,1,4/23/1963
3002755,Random1754,1,2/23/1984
3002756,Random1755,1,5/9/1980
3002757,Random1756,0,8/13/1989
3002758,Random1757,0,3/9/1958
3002759,Random1758,0,7/27/1998
3002760,Random1759,0,4/27/1949
3002761,Random1760,1,4/17/1956
3002762,Random1761,0,11/5/1957
3002763,Random1762,1,8/27/1988
3002764,Random1763,0,10/28/1950
3002765,Random1764,0,12/15/1953
3002766,Random1765,1,7/19/1985
3002767,Random1766,0,9/15/1973
3002768,Random1767,0,8/27/1982
3002769,Random1768,0,7/25/1962
3002770,Random1769,0,7/12/1946
3002771,Random1770,1,10/1/1995
3002772,Random1771,0,11/24/1964
3002773,Random1772,0,11/17/1955
3002774,Random1773,0,6/1/1959
3002775,Random1774,0,12/2/2000
3002776,Random1775,1,6/21/1950
3002777,Random1776,1,9/24/1978
3002778,Random1777,0,1/6/1946
3002779,Random1778,1,11/13/1994
3002780,Random1779,0,7/16/1982
3002781,Random1780,1,10/12/1945
3002782,Random1781,0,1/16/1999
3002783,Random1782,1,3/18/1950
3002784,Random1783,0,6/13/1960
3002785,Random1784,0,4/16/1980
3002786,Random1785,1,4/19/1958
3002787,Random1786,0,3/8/1987
3002788,Random1787,1,6/8/1984
3002789,Random1788,0,8/26/1954
3002790,Random1789,0,5/12/1976
3002791,Random1790,1,5/15/1996
3002792,Random1791,0,3/4/1970
3002793,Random1792,0,2/24/1969
3002794,Random1793,0,1/11/1966
3002795,Random1794,0,1/27/1948
3002796,Random1795,1,8/12/1961
3002797,Random1796,1,11/14/1967
3002798,Random1797,0,9/18/1960
3002799,Random1798,0,10/3/1960
3002800,Random1799,0,10/24/1987
3002801,Random1800,1,5/2/1985
3002802,Random1801,0,1/27/1995
3002803,Random1802,1,8/3/1994
3002804,Random1803,1,10/6/1953
3002805,Random1804,0,3/21/1947
3002806,Random1805,1,12/1/1947
3002807,Random1806,1,10/18/1947
3002808,Random1807,0,6/23/1958
3002809,Random1808,0,9/16/1960
3002810,Random1809,0,2/20/1989
3002811,Random1810,1,7/22/1961
3002812,Random1811,1,11/23/1955
3002813,Random1812,0,6/1/1999
3002814,Random1813,0,3/10/1984
3002815,Random1814,0,5/11/1967
3002816,Random1815,1,3/10/1961
3002817,Random1816,0,8/2/1969
3002818,Random1817,0,3/7/1981
3002819,Random1818,0,5/20/1963
3002820,Random1819,0,1/28/1970
3002821,Random1820,1,6/11/1986
3002822,Random1821,0,9/26/1969
3002823,Random1822,0,5/19/1965
3002824,Random1823,0,5/19/1989
3002825,Random1824,0,12/21/1987
3002826,Random1825,1,11/1/1963
3002827,Random1826,0,4/21/1972
3002828,Random1827,0,2/16/1990
3002829,Random1828,0,2/19/1958
3002830,Random1829,0,2/4/1949
3002831,Random1830,1,6/2/1973
3002832,Random1831,0,11/3/2000
3002833,Random1832,0,8/12/1966
3002834,Random1833,0,5/16/1964
3002835,Random1834,0,6/6/1952
3002836,Random1835,1,5/13/1986
3002837,Random1836,0,7/15/1962
3002838,Random1837,0,5/11/1961
3002839,Random1838,1,11/2/1981
3002840,Random1839,0,11/3/1964
3002841,Random1840,1,11/21/1993
3002842,Random1841,0,8/6/1992
3002843,Random1842,0,9/21/1957
3002844,Random1843,0,12/10/1952
3002845,Random1844,0,1/19/1977
3002846,Random1845,1,1/21/1995
3002847,Random1846,0,10/6/1987
3002848,Random1847,0,2/1/1985
3002849,Random1848,1,6/26/1983
3002850,Random1849,0,9/9/1954
3002851,Random1850,1,7/8/1984
3002852,Random1851,0,2/9/1968
3002853,Random1852,1,9/23/1968
3002854,Random1853,0,11/11/1989
3002855,Random1854,0,4/11/1951
3002856,Random1855,1,8/20/1989
3002857,Random1856,0,1/19/1994
3002858,Random1857,0,2/3/1970
3002859,Random1858,1,3/6/1961
3002860,Random1859,0,11/8/1951
3002861,Random1860,1,2/5/1961
3002862,Random1861,0,6/4/1969
3002863,Random1862,0,1/25/1999
3002864,Random1863,0,10/13/1950
3002865,Random1864,0,11/7/1947
3002866,Random1865,1,7/15/1991
3002867,Random1866,0,6/6/1988
3002868,Random1867,0,10/4/1956
3002869,Random1868,0,12/1/1962
3002870,Random1869,1,4/15/1997
3002871,Random1870,1,10/1/1974
3002872,Random1871,1,2/28/1965
3002873,Random1872,0,12/27/1947
3002874,Random1873,0,2/7/1984
3002875,Random1874,0,10/25/1979
3002876,Random1875,1,8/1/1966
3002877,Random1876,1,7/1/1958
3002878,Random1877,0,1/2/1977
3002879,Random1878,0,8/1/1968
3002880,Random1879,0,8/16/1992
3002881,Random1880,1,9/27/1990
3002882,Random1881,0,12/26/1961
3002883,Random1882,0,11/10/2000
3002884,Random1883,0,12/18/1957
3002885,Random1884,1,10/1/1950
3002886,Random1885,1,7/27/1966
3002887,Random1886,0,5/25/1962
3002888,Random1887,0,10/24/1948
3002889,Random1888,0,12/22/1981
3002890,Random1889,0,6/10/1951
3002891,Random1890,1,8/24/1972
3002892,Random1891,0,9/17/1952
3002893,Random1892,0,3/12/1961
3002894,Random1893,0,2/17/1972
3002895,Random1894,0,2/20/1992
3002896,Random1895,1,11/10/1973
3002897,Random1896,1,12/4/1965
3002898,Random1897,0,2/1/1955
3002899,Random1898,0,2/15/1962
3002900,Random1899,0,4/22/1962
3002901,Random1900,1,4/4/1968
3002902,Random1901,0,4/6/1985
3002903,Random1902,1,3/9/1945
3002904,Random1903,0,11/14/1953
3002905,Random1904,0,10/11/1958
3002906,Random1905,1,11/5/1963
3002907,Random1906,1,1/22/1964
3002908,Random1907,0,11/10/1985
3002909,Random1908,0,1/5/1951
3002910,Random1909,1,4/5/1981
3002911,Random1910,1,6/23/1963
3002912,Random1911,0,3/18/1981
3002913,Random1912,0,8/25/1950
3002914,Random1913,0,7/20/1974
3002915,Random1914,0,3/14/1984
3002916,Random1915,1,1/22/1953
3002917,Random1916,0,1/18/1995
3002918,Random1917,0,1/9/1989
